conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,sentiment,confidence
1942555241997795458,Tue Jul 08 12:03:55 +0000 2025,101, Salah satu tren paling menarik tahun ini datang dari Indonesia: Pacu Jalur Aura Farming. Anak-anak berdiri gagah di ujung perahu bergaya seperti pemimpin upacara penuh ekspresi &amp; percaya diri. Tanpa dialog. Tanpa efek berlebihan. Tapi justru itulah yang bikin dunia https://t.co/gaOsaQLvb9,1942555241997795458,https://pbs.twimg.com/media/GvVXsR8aIAApxmk.jpg,,in,,2,9,13,https://x.com/undefined/status/1942555241997795458,1300484934449000448,,salah satu tren paling menarik tahun ini datang dari indonesia pacu jalur aura farming anakanak berdiri gagah di ujung perahu bergaya seperti pemimpin upacara penuh ekspresi amp percaya diri tanpa dialog tanpa efek berlebihan tapi justru itulah yang bikin dunia,positive,0.9966778755187988
1944382476258103337,Sun Jul 13 13:04:41 +0000 2025,1201,Selebrasi aura farming pacu jalur dari Marc Marquez usai memenangkan MotoGP #GermanGP 🇩🇪 Sang adik Alex Marquez finish di urutan ke-2 https://t.co/6Tc20hTXzp,1944382476258103337,https://pbs.twimg.com/amplify_video_thumb/1944377542988722176/img/b7peTmHhbJn6Cz7V.jpg,,in,,7,12,196,https://x.com/undefined/status/1944382476258103337,1316071146,,selebrasi aura farming pacu jalur dari marc marquez usai memenangkan motogp sang adik alex marquez finish di urutan ke,neutral,0.9978838562965393
1941852707175964874,Sun Jul 06 13:32:17 +0000 2025,6,Pacu jalur si pembalap Callum Ilott️go internasional https://t.co/xnIpWPfvfT,1941852707175964874,https://pbs.twimg.com/media/GvLX6FWbcAEZOC2.png,,in,,0,0,0,https://x.com/undefined/status/1941852707175964874,3797534720,,pacu jalur si pembalap callum ilottgo internasional,neutral,0.9976961016654968
1942934052891472154,Wed Jul 09 13:14:08 +0000 2025,4,Melainkan dimanfaatkan menjadi jejak baru yang membuat Pacu Jalur menjadi alasan orang datang berkali-kali ke Indonesia. https://t.co/PGe1N3MMmP,1942935303444160723,https://pbs.twimg.com/amplify_video_thumb/1942935210880020480/img/MmgeZRB0jW2h1nie.jpg,GNFI,in,,0,1,0,https://x.com/undefined/status/1942935303444160723,39677695,,melainkan dimanfaatkan menjadi jejak baru yang membuat pacu jalur menjadi alasan orang datang berkalikali ke indonesia,positive,0.8266218304634094
1941399389152608599,Sat Jul 05 07:31:45 +0000 2025,30,Pacu Jalur merupakan balapan perahu tradisional yang menjadi salah satu warisan budaya Riau. https://t.co/U8CUeGr1qC,1941399586758852957,https://pbs.twimg.com/media/GvE8kbiWQAAVE-m.jpg,GNFI,in,,1,1,9,https://x.com/undefined/status/1941399586758852957,39677695,,pacu jalur merupakan balapan perahu tradisional yang menjadi salah satu warisan budaya riau,neutral,0.9241353869438171
1944381390998687783,Sun Jul 13 13:00:23 +0000 2025,552, Anjay keren banget gua aura farming pacu jalur #MotoGP #GermanGP https://t.co/bEimLAbHhn,1944381390998687783,https://pbs.twimg.com/media/GvvUc_FaUAA2SCI.jpg,,in,,5,8,48,https://x.com/undefined/status/1944381390998687783,1268958732794261505,,anjay keren banget gua aura farming pacu jalur,positive,0.9984830021858215
1944378732644389289,Sun Jul 13 12:49:49 +0000 2025,1638,Pacu jalur ga tuh https://t.co/H2FqTvkj5D,1944378732644389289,https://pbs.twimg.com/amplify_video_thumb/1944377542988722176/img/b7peTmHhbJn6Cz7V.jpg,,in,,8,20,171,https://x.com/undefined/status/1944378732644389289,863981324117327872,,pacu jalur ga tuh,negative,0.5815204381942749
1944401906950193559,Sun Jul 13 14:21:54 +0000 2025,10,Untung ga lupa selebrasi pacu jalur ya Bret VEDA PRATAMA AURA 999++++ https://t.co/CepJpwCq3J,1944401906950193559,https://pbs.twimg.com/amplify_video_thumb/1944401790658547713/img/c3MMwApsvDYDqFPj.jpg,,in,,1,0,2,https://x.com/undefined/status/1944401906950193559,2241786913,,untung ga lupa selebrasi pacu jalur ya bret veda pratama aura,neutral,0.8463162779808044
1942475404238811247,Tue Jul 08 06:46:40 +0000 2025,55,Klub bola sekelas Juventus pun tak mau ketinggalan dengan hype pacu jalur. Sumatra pride! ️ https://t.co/qBIfw9EeJs,1942475404238811247,https://pbs.twimg.com/media/GvUPFdlaEAAw91k.jpg,,in,,0,2,10,https://x.com/undefined/status/1942475404238811247,86934018,,klub bola sekelas juventus pun tak mau ketinggalan dengan hype pacu jalur sumatra pride,neutral,0.729770839214325
1941399389152608599,Sat Jul 05 07:30:58 +0000 2025,556,Sempat viral beberapa waktu lalu pacu jalur berhasil mencuri perhatian! Coba kita kulik melalui utas berikut! https://t.co/BXNp8HsSgP,1941399389152608599,https://pbs.twimg.com/media/GvE8HHlaAAAVmjd.jpg,,in,,6,14,129,https://x.com/undefined/status/1941399389152608599,39677695,,sempat viral beberapa waktu lalu pacu jalur berhasil mencuri perhatian coba kita kulik melalui utas berikut,neutral,0.9451389312744141
1940744665948639331,Thu Jul 03 12:09:20 +0000 2025,641,MD akan garap mvs Pacu Jalur yang lagi viral! Kira-kira sutradara siapa yang cocok buat nanganin proyek ini? https://t.co/8PSFO7eoG0,1940744665948639331,https://pbs.twimg.com/media/Gu7o9HSbMAA5tSB.jpg,,in,,158,197,18,https://x.com/undefined/status/1940744665948639331,1399254648,,md akan garap mvs pacu jalur yang lagi viral kirakira sutradara siapa yang cocok buat nanganin proyek ini,neutral,0.707732081413269
1944261266471890952,Sun Jul 13 05:03:03 +0000 2025,18,Mau nonton pacu jalur https://t.co/to2wL9QVgM,1944261266471890952,https://pbs.twimg.com/media/GvtnUB0WMAAOzgE.jpg,,in,,0,4,0,https://x.com/undefined/status/1944261266471890952,817398024531951616,,mau nonton pacu jalur,neutral,0.9935988187789917
1942934052891472154,Wed Jul 09 13:10:21 +0000 2025,7,Telah terjaga selama ratusan tahun pacu Jalur menjadi warisan leluhur yang lahir dari tepian Sungai Kuantan Kabupaten Kuantan Singingi (Kuansing) Riau. https://t.co/IApCieJaoW,1942934347944014046,https://pbs.twimg.com/media/GvawdlKXcAAkJeA.jpg,GNFI,in,,0,3,0,https://x.com/undefined/status/1942934347944014046,39677695,,telah terjaga selama ratusan tahun pacu jalur menjadi warisan leluhur yang lahir dari tepian sungai kuantan kabupaten kuantan singingi kuansing riau,positive,0.9422746896743774
1944381233116414041,Sun Jul 13 12:59:45 +0000 2025,488,Admin sedang menonton selebrasi pacu jalur #MotoGP #GermanGP https://t.co/ceNBz9e90b,1944381233116414041,https://pbs.twimg.com/media/GvvUbWVWkAAqnfc.jpg,,in,,2,4,31,https://x.com/undefined/status/1944381233116414041,1268958732794261505,,admin sedang menonton selebrasi pacu jalur,neutral,0.9990410208702087
1941326459567735002,Sat Jul 05 02:41:10 +0000 2025,2605,Pacu Jalur dari Kuantan Singingi Riau mendunia &amp; seneng akhirnya ada hal bagus yang viral buat Indonesia https://t.co/yWvvoLQfz2,1941326459567735002,https://pbs.twimg.com/ext_tw_video_thumb/1941326377925369856/pu/img/t3oNgZeZUim4-JWI.jpg,,in,,40,59,495,https://x.com/undefined/status/1941326459567735002,10114952,,pacu jalur dari kuantan singingi riau mendunia amp seneng akhirnya ada hal bagus yang viral buat indonesia,positive,0.998236894607544
1944378434055970881,Sun Jul 13 12:48:38 +0000 2025,1702,Selebrasi aura farming dari abang-abangan Sachsenring Akhirnya pacu jalur sudah masuk ke MotoGP 🇮🇩 https://t.co/taJAHuupcI,1944378434055970881,https://pbs.twimg.com/amplify_video_thumb/1944377542988722176/img/b7peTmHhbJn6Cz7V.jpg,,in,,43,22,396,https://x.com/undefined/status/1944378434055970881,1268958732794261505,,selebrasi aura farming dari abangabangan sachsenring akhirnya pacu jalur sudah masuk ke motogp,neutral,0.9824774861335754
1944414311897821188,Sun Jul 13 15:11:12 +0000 2025,55,Kenriz mode ga kelebihan baterai ga moshing dan ga pacu jalur https://t.co/Wl5hBfYLG6,1944414311897821188,https://pbs.twimg.com/ext_tw_video_thumb/1944413905109110784/pu/img/MTDWfyVnpA4CjHGj.jpg,,in,,0,0,12,https://x.com/undefined/status/1944414311897821188,1177401562898919424,,kenriz mode ga kelebihan baterai ga moshing dan ga pacu jalur,neutral,0.5937167406082153
1944484918266036520,Sun Jul 13 19:51:45 +0000 2025,13,Veda Ega Pratama kembali Podium 1 di Race 2 Roockies Cup Jerman 13 Juli 2025. Dan lakukan selebrasi ala Pacu Jalur https://t.co/qik9gtfqEK,1944484918266036520,https://pbs.twimg.com/ext_tw_video_thumb/1944484777677004800/pu/img/KhCt23C4_QlVPaDy.jpg,,in,,1,0,2,https://x.com/undefined/status/1944484918266036520,1038483432391634944,,veda ega pratama kembali podium di race roockies cup jerman juli dan lakukan selebrasi ala pacu jalur,neutral,0.9978716373443604
1943991817743348142,Sat Jul 12 11:12:21 +0000 2025,3,Breaking: tadi ke gym di jepang dan terpantau 3 orang dance aura farming pacu jalur https://t.co/D0CKHMLVzS,1943991817743348142,https://pbs.twimg.com/media/GvpyOy0XUAAFeCP.jpg,,in,,0,1,1,https://x.com/undefined/status/1943991817743348142,3287501,,breaking tadi ke gym di jepang dan terpantau orang dance aura farming pacu jalur,neutral,0.9983419179916382
1941399389152608599,Sat Jul 05 07:33:12 +0000 2025,37,Pacu jalur sendiri memiliki komposisi tim loh Kawan @GNFI! https://t.co/yW6PnUJlct,1941399949880795322,https://pbs.twimg.com/media/GvE8yBYagAEZukm.jpg,GNFI,in,,1,1,9,https://x.com/undefined/status/1941399949880795322,39677695,,pacu jalur sendiri memiliki komposisi tim loh kawan,neutral,0.9974780678749084
1944621230650474810,Mon Jul 14 04:53:25 +0000 2025,14,Gasss pacu jalur GP https://t.co/jmLpGeFG08,1944621230650474810,https://pbs.twimg.com/ext_tw_video_thumb/1944621196500234240/pu/img/HcXuuAiphC0vcXCr.jpg,,in,,0,1,4,https://x.com/undefined/status/1944621230650474810,3797534720,,gasss pacu jalur gp,neutral,0.9949171543121338
1944542888265924922,Sun Jul 13 23:42:42 +0000 2025,49,Pacu jalur mendunia MM93 https://t.co/jXOAwRhktl,1944543035859361921,https://pbs.twimg.com/amplify_video_thumb/1944542973934350336/img/BQKDb_Sha4DzV1E-.jpg,jackcfrost,in,,0,1,9,https://x.com/undefined/status/1944543035859361921,3309857863,,pacu jalur mendunia mm,positive,0.9749587178230286
1944716437702275133,Mon Jul 14 11:11:44 +0000 2025,78,dibalik tiktok pacu jalur jasuke [jaykehoon] twotweet au https://t.co/TwLHR4DcV1,1944716437702275133,https://pbs.twimg.com/media/Gv0FSeXbIAEY02d.jpg,,in,,1,1,14,https://x.com/undefined/status/1944716437702275133,1630055840073003010,,dibalik tiktok pacu jalur jasuke jaykehoon twotweet au,neutral,0.998583197593689
1944235214622113840,Sun Jul 13 03:19:31 +0000 2025,650,Pacu jalur udah masuk WSBK coyyy. Dalam kemenangannya di race 1 kemarin Toprak melakukan selebrasi aura farming di atas motornya saat melewati garis finish. WSBK udah MotoGP kapan nyusul nih? https://t.co/XZ3jA9qTei,1944235214622113840,https://pbs.twimg.com/amplify_video_thumb/1944043276509589504/img/W_PoJI2AFIIcjQy5.jpg,,in,,6,11,75,https://x.com/undefined/status/1944235214622113840,1268958732794261505,,pacu jalur udah masuk wsbk coyyy dalam kemenangannya di race kemarin toprak melakukan selebrasi aura farming di atas motornya saat melewati garis finish wsbk udah motogp kapan nyusul nih,neutral,0.642524778842926
1942931748985151704,Wed Jul 09 13:00:01 +0000 2025,65,Sore tadi saya menerima audiensi dari Rayyan Arkan Dikha sang penari Pacu Jalur dari Kabupaten Kuantan Singingi (Kuansing) yang belakangan mencuri perhatian generasi muda lewat tren aura farming yang viral . Turut mendampingi Bupati Dr H Suhardiman Amby MM dan Kadisbudpar https://t.co/bgtuO9BWU2,1942931748985151704,https://pbs.twimg.com/media/GvauHt0XwAA9gEB.jpg,,in,,1,2,28,https://x.com/undefined/status/1942931748985151704,79139422,,sore tadi saya menerima audiensi dari rayyan arkan dikha sang penari pacu jalur dari kabupaten kuantan singingi kuansing yang belakangan mencuri perhatian generasi muda lewat tren aura farming yang viral turut mendampingi bupati dr h suhardiman amby mm dan kadisbudpar,neutral,0.9915875792503357
1941822428755513751,Sun Jul 06 11:31:58 +0000 2025,3,Anjir??? Ini pacu jalur wong taluak kenapa tetiba mendunia???? https://t.co/F00UQF8SzK,1941822428755513751,https://pbs.twimg.com/ext_tw_video_thumb/1941822407754264576/pu/img/zZdOV2MIGGIqTkt1.jpg,,in,,1,3,0,https://x.com/undefined/status/1941822428755513751,1867521106036555776,,anjir ini pacu jalur wong taluak kenapa tetiba mendunia,negative,0.9889140725135803
1943991542487953421,Sat Jul 12 11:11:16 +0000 2025,2,nonton pacu jalur .. https://t.co/ZQtr0r4dSe,1943991542487953421,https://pbs.twimg.com/media/GvpyADPbsAA4SH6.jpg,,in,,0,0,0,https://x.com/undefined/status/1943991542487953421,1245324646322298881,,nonton pacu jalur,neutral,0.9093709588050842
1940684075532013788,Thu Jul 03 08:08:34 +0000 2025,195,Tarian bocah Pacu Jalur viral di media sosial. Fenomena ini sempat membuat klub sepak bola Eropa Paris Saint-Germain (PSG) dan AC Milan ikut-ikutan melakukan gerakan ala bocah pacu jalur di Riau. https://t.co/YqNRuqsTKL,1940684075532013788,https://pbs.twimg.com/ext_tw_video_thumb/1940684044947083264/pu/img/CRSoCL6dhtyqhLK8.jpg,,in,,2,8,37,https://x.com/undefined/status/1940684075532013788,4379131152,,tarian bocah pacu jalur viral di media sosial fenomena ini sempat membuat klub sepak bola eropa paris saintgermain psg dan ac milan ikutikutan melakukan gerakan ala bocah pacu jalur di riau,neutral,0.9899919629096985
1944705565160337876,Mon Jul 14 10:28:32 +0000 2025,10,Menyala trend pacu jalur https://t.co/Hi51wGESF7,1944705565160337876,https://pbs.twimg.com/ext_tw_video_thumb/1944705542359785472/pu/img/kCODP0D3pvGW7Qn3.jpg,,in,,0,0,0,https://x.com/undefined/status/1944705565160337876,127074730,,menyala trend pacu jalur,neutral,0.9898967742919922
1944403962163257403,Sun Jul 13 14:30:04 +0000 2025,23,Rayyan Tampil di Tengah Hujan Aksi Pacu Jalur Meriahkan Final Piala Presiden 2025 #BolacomID #blcmlmd #PialaPresiden2025 #PacuJalur #Rayyan https://t.co/DHmAX1NvpI,1944403962163257403,https://pbs.twimg.com/amplify_video_thumb/1944403377145929729/img/uYJ9T1884YgJshnd.jpg,,in,,1,1,2,https://x.com/undefined/status/1944403962163257403,1486284086,,rayyan tampil di tengah hujan aksi pacu jalur meriahkan final piala presiden,neutral,0.9989389777183533
1940317067963453550,Wed Jul 02 07:50:13 +0000 2025,45, pacu jalur go internasional tariannya si bocil baju hitam sampe dijadiin trend sama orang luar negeri https://t.co/yiFGBXhoQ7,1940317067963453550,https://pbs.twimg.com/media/Gu1kFzOWAAAjsmC.jpg,,in,,2,5,5,https://x.com/undefined/status/1940317067963453550,1331650559518990336,,pacu jalur go internasional tariannya si bocil baju hitam sampe dijadiin trend sama orang luar negeri,neutral,0.516808032989502
1940939079610519950,Fri Jul 04 01:01:52 +0000 2025,55,Kalau yang begini perlu dilestarikan ga Genk ... Nama Pacu Jalur akhir-akhir ini jadi sorotan netizen tidak hanya Indonesia tapi juga mancanegara. Lantaran tradisi Pacu Jalur ini diparodikan banyak bule usai anak Pacu Jalur yang sempat virar beberapa tahun lalu disebut https://t.co/kLQpFzbxfS,1940939079610519950,https://pbs.twimg.com/ext_tw_video_thumb/1940939028410650626/pu/img/zTMomBvKf-ISL4HQ.jpg,,in,,0,23,11,https://x.com/undefined/status/1940939079610519950,1282751327588585473,,kalau yang begini perlu dilestarikan ga genk nama pacu jalur akhirakhir ini jadi sorotan netizen tidak hanya indonesia tapi juga mancanegara lantaran tradisi pacu jalur ini diparodikan banyak bule usai anak pacu jalur yang sempat virar beberapa tahun lalu disebut,positive,0.5857844948768616
1941257249126842414,Fri Jul 04 22:06:09 +0000 2025,7936,IndyCar duluan yang pakai konten pacu jalur https://t.co/nIsBLbuf6m,1941257249126842414,https://pbs.twimg.com/ext_tw_video_thumb/1941257189718454272/pu/img/nIPP8blI_VcsbJQp.jpg,,in,,88,41,919,https://x.com/undefined/status/1941257249126842414,1019746932833468416,,indycar duluan yang pakai konten pacu jalur,neutral,0.9984562397003174
1943321715674869952,Fri Jul 11 08:37:24 +0000 2025,2014,@sociotalker Okelah kasih beasiswa tp yg dapet cuma 1 anak itu. Knp pemerintah ga kepikiran mempercantik venue lomba pacu jalur? Bikin tribun kecil penataan kawasan sungainya dll. Potensi ekonominya bakal berkali2 lipat! Itulah riding the wave yg dibutuhkan. Bkn sekedar seremonial joget2 https://t.co/24yb1CMK9w,1943590436289032621,https://pbs.twimg.com/media/GvkD0afWgAADw5K.jpg,sociotalker,in,,24,48,301,https://x.com/undefined/status/1943590436289032621,1145638263220125696,,okelah kasih beasiswa tp yg dapet cuma anak itu knp pemerintah ga kepikiran mempercantik venue lomba pacu jalur bikin tribun kecil penataan kawasan sungainya dll potensi ekonominya bakal berkali lipat itulah riding the wave yg dibutuhkan bkn sekedar seremonial joget,positive,0.9609201550483704
1944680533654397218,Mon Jul 14 16:49:41 +0000 2025,5,@iam_smx @World_Insights1 Pacu Jalur children's dance vs Grok 4 https://t.co/oGAKTvnL7c,1944801485763829950,https://pbs.twimg.com/media/Gv1So8Pa4AEZCAO.jpg,iam_smx,in,,0,0,0,https://x.com/undefined/status/1944801485763829950,387021225,,pacu jalur childrens dance vs grok,neutral,0.9985290765762329
1941399389152608599,Sat Jul 05 07:35:22 +0000 2025,36,Dalam pembuatannya pun pacu jalur bisa mencapai 40 meter dan menelan rata-rata Rp100 juta per unit. https://t.co/kxPD6VB4ii,1941400495639363792,https://pbs.twimg.com/media/GvE9BhyXoAAtJxg.jpg,GNFI,in,,0,5,5,https://x.com/undefined/status/1941400495639363792,39677695,,dalam pembuatannya pun pacu jalur bisa mencapai meter dan menelan ratarata rp juta per unit,neutral,0.9902385473251343
1944942411362525255,Tue Jul 15 02:09:40 +0000 2025,7,WKWKKWW PACU JALUR NYAMPE DI SI NATTAWIN https://t.co/MRqLrb8XqP,1944942411362525255,https://pbs.twimg.com/amplify_video_thumb/1944924794668900352/img/_wzEVSLqRDnvlg9e.jpg,,in,,1,0,3,https://x.com/undefined/status/1944942411362525255,1511914067157745667,,wkwkkww pacu jalur nyampe di si nattawin,neutral,0.5351587533950806
1942500283705176430,Tue Jul 08 08:25:32 +0000 2025,3,Jagat maya heboh setelah warganet Malaysia diduga mengklaim tradisi pacu jalur. Kadispar Riau Roni Rakhmat menegaskan pacu jalur adalah warisan budaya asli dari Kuantan Singingi Riau. Ia menyebut klaim itu mungkin muncul karena kedekatan budaya namun sejarah menunjukkan https://t.co/WDQD4l2MOd,1942500283705176430,https://pbs.twimg.com/media/GvUlbj-WcAAw0FA.jpg,,in,,2,3,3,https://x.com/undefined/status/1942500283705176430,47596019,,jagat maya heboh setelah warganet malaysia diduga mengklaim tradisi pacu jalur kadispar riau roni rakhmat menegaskan pacu jalur adalah warisan budaya asli dari kuantan singingi riau ia menyebut klaim itu mungkin muncul karena kedekatan budaya namun sejarah menunjukkan,neutral,0.9933835864067078
1942095339147997344,Mon Jul 07 05:36:25 +0000 2025,3460,Tradisi Pacu Jalur dari Kuantan Singingi (Kuansing) Riau kembali ramai di media sosial bahkan hingga ke luar negeri. Fenomena ini memicu klaim keliru dari sejumlah warganet yang menyebut tradisi tersebut berasal dari Malaysia. Kepala Dinas Pariwisata Riau Roni Rakhmat https://t.co/QA43G9pAXX,1942095339147997344,https://pbs.twimg.com/media/GvO1aarWEAAMn4_.jpg,,in,,50,327,291,https://x.com/undefined/status/1942095339147997344,1172167188800655360,,tradisi pacu jalur dari kuantan singingi kuansing riau kembali ramai di media sosial bahkan hingga ke luar negeri fenomena ini memicu klaim keliru dari sejumlah warganet yang menyebut tradisi tersebut berasal dari malaysia kepala dinas pariwisata riau roni rakhmat,neutral,0.9644936323165894
1941289277981388832,Sat Jul 05 00:13:25 +0000 2025,1401,Import konten pacu jalur aura farming sudah masuk ke IndyCar https://t.co/DS7iAmbF7Y,1941289277981388832,https://pbs.twimg.com/amplify_video_thumb/1941233534330372096/img/q-STannqEmXxoaEV.jpg,,in,,16,15,185,https://x.com/undefined/status/1941289277981388832,1268958732794261505,,import konten pacu jalur aura farming sudah masuk ke indycar,neutral,0.9989970326423645
1942934052891472154,Wed Jul 09 13:13:00 +0000 2025,2,Pacu Jalur bukan hanya satu festival yang kebetulan viral saja lalu kemudian dilupakan. https://t.co/dC4KvBY8pl,1942935017619091938,https://pbs.twimg.com/media/Gvawiu9XAAATKA6.png,GNFI,in,,0,1,0,https://x.com/undefined/status/1942935017619091938,39677695,,pacu jalur bukan hanya satu festival yang kebetulan viral saja lalu kemudian dilupakan,neutral,0.9140073657035828
